customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,has_internet_no_support,fiber_no_security,expected_tenure,clv,clv_quartile,Churn
5423,1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,381.2,1,2,0.08333333333333333,1,0,24,704.4000000000001,1,0
4124,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,134.7,0,2,0.5,1,1,24,1675.1999999999998,2,1
4063,0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,302.75,0,3,0.25,1,1,24,1940.3999999999999,0,1
1812,0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,717.95,2,1,0.027777777777777776,0,0,24,486.0,1,0
4688,1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1501.75,2,2,0.01639344262295082,0,0,24,600.0,1,0
1618,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,2,4,0.041666666666666664,1,1,24,1926.0,0,1
726,1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,0,25.7,1443.65,2,2,0.01818181818181818,0,0,24,616.8,1,0
5765,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,106.3,7565.35,2,7,0.01388888888888889,1,1,24,2551.2,3,0
6921,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.45,55.45,0,3,1.0,1,0,24,1330.8000000000002,2,0
2874,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1973.75,1,5,0.047619047619047616,1,1,24,2262.0,3,1
4220,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.7,1687.95,1,5,0.05555555555555555,1,1,24,2272.8,3,1
5395,0,0,1,0,45,1,0,0,0,0,2,0,0,0,0,1,1,50.25,2221.55,2,3,0.022222222222222223,1,0,24,1206.0,2,0
3030,1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,4546.0,2,7,0.013888888888888888,0,0,24,1558.8000000000002,2,0
3106,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4,3,2,0.14285714285714285,1,0,24,1053.6,2,0
3698,1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,733.35,1,3,0.05263157894736842,1,0,24,951.5999999999999,2,1
685,1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,19.45,136.75,3,1,0.14285714285714285,0,0,24,466.79999999999995,1,0
1441,0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,4194.85,2,6,0.01694915254237288,0,0,24,1730.3999999999999,0,0
5893,0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,0,0,41.15,1700.9,2,4,0.02564102564102564,0,0,24,987.5999999999999,2,0
6931,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,4016.75,2,6,0.023809523809523808,1,0,24,2330.3999999999996,3,0
3939,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,234.85,0,3,0.25,1,0,24,1353.6,2,0
5209,1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85,3,2,0.16666666666666669,1,1,24,1675.1999999999998,2,0
2441,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,2,1,0.015873015873015876,0,0,24,459.59999999999997,1,0
3143,0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,2250.65,2,4,0.026315789473684213,1,0,24,1371.6,2,1
5283,1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2657.55,2,7,0.026315789473684213,0,0,24,1678.8000000000002,2,0
4629,1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,3365.4,2,6,0.02857142857142857,1,0,24,2269.2,3,0
4446,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,609.1,2,1,0.03225806451612903,0,0,24,489.59999999999997,1,0
3197,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,246.3,0,3,0.33333333333333337,1,1,24,1819.1999999999998,0,1
4914,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,33.6,0,3,1.0,0,0,24,806.4000000000001,1,0
4496,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75,2,7,0.03225806451612903,0,0,24,1947.6000000000001,0,0
6694,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.0,1149.65,2,1,0.018518518518518517,0,0,24,480.0,1,0
1963,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,46.05,80.35,0,2,0.5,1,0,24,1105.1999999999998,2,1
5897,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65,3,1,0.14285714285714288,0,0,24,465.59999999999997,1,0
949,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,0,5,0.25,1,1,24,2263.2,3,1
2822,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,926.25,1,2,0.047619047619047616,1,0,24,1078.8000000000002,2,0
4398,0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4753.85,2,6,0.021739130434782608,0,1,24,2406.0,3,0
2831,0,1,1,0,31,0,1,0,2,2,2,0,0,2,1,1,1,50.4,1580.1,2,5,0.03225806451612903,1,0,24,1209.6,2,0
5967,1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4903.15,2,5,0.01694915254237288,1,0,24,1990.8000000000002,0,0
1846,0,0,0,0,8,1,0,0,2,2,0,2,0,0,1,0,0,58.2,469.25,3,5,0.125,0,0,24,1396.8000000000002,2,0
306,1,0,0,0,33,1,0,1,0,2,0,2,0,0,2,0,0,80.6,2651.1,2,4,0.030303030303030304,0,1,24,1934.3999999999999,0,0
6387,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,2,8,0.015384615384615385,1,0,24,2625.6000000000004,3,0
3129,0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,763.1,2,1,0.02631578947368421,0,0,24,470.40000000000003,1,0
7028,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,2,1,0.014925373134328358,0,0,24,462.0,1,0
2890,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65,3,3,0.1111111111111111,1,0,24,1782.0,0,1
1311,0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,5032.25,2,9,0.022222222222222223,0,0,24,2719.2,3,0
6271,1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,987.95,2,2,0.02564102564102564,0,0,24,604.8,1,0
5665,1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1838.15,2,3,0.02040816326530612,1,0,24,940.8000000000001,2,0
2586,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,2,8,0.02,0,0,24,1980.0,0,0
2386,1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,5969.95,2,7,0.016666666666666666,0,1,24,2490.0,3,0
535,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85,1,3,0.0625,1,0,24,936.0,2,1
7002,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,1287.85,1,8,0.06666666666666667,0,0,24,2026.8000000000002,0,0
1016,1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,24.4,1548.65,2,2,0.015625,0,0,24,585.5999999999999,1,0
3941,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,3,19.95,257.0,1,1,0.07692307692307693,0,0,24,478.79999999999995,1,0
2936,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,2,3,0.038461538461538464,1,0,24,1237.1999999999998,2,0
3727,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.35,929.2,2,1,0.02222222222222222,0,0,24,488.40000000000003,1,0
23,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,57.2,0,1,0.3333333333333333,0,0,24,476.40000000000003,1,0
3209,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,2,6,0.018867924528301886,0,0,24,1286.4,2,0
6778,0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.8,813.3,2,1,0.02702702702702703,0,0,24,475.20000000000005,1,0
2268,0,1,0,0,72,1,2,1,2,2,0,2,2,2,2,1,0,110.1,7746.7,2,8,0.013888888888888888,0,0,24,2642.3999999999996,3,0
2039,0,0,1,1,50,1,0,1,0,0,2,2,2,2,1,0,3,103.05,5153.5,2,6,0.02,0,1,24,2473.2,3,0
4482,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,3,6,0.125,1,1,24,2420.3999999999996,3,1
427,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45,0,3,1.0,1,0,24,1162.8000000000002,2,0
1077,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,6392.85,2,9,0.014705882352941176,0,0,24,2212.8,3,0
5983,1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6,2,4,0.038461538461538464,1,1,24,2010.0,0,1
3600,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,3237.05,2,5,0.016666666666666666,1,0,24,1286.4,2,0
3335,0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,727.8,2,1,0.02702702702702703,0,0,24,470.40000000000003,1,0
838,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.85,663.55,3,3,0.1111111111111111,1,1,24,1844.3999999999999,0,0
5284,0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,994.55,1,5,0.06666666666666667,1,0,24,1551.6000000000001,2,1
5541,0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75,1,3,0.05555555555555556,1,1,24,1779.6000000000001,0,0
2364,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,23.85,625.65,1,2,0.043478260869565216,0,0,24,572.4000000000001,1,0
233,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,19.65,830.25,2,1,0.024999999999999998,0,0,24,471.59999999999997,1,0
796,1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55,2,7,0.024390243902439025,1,0,24,1789.1999999999998,0,0
4231,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,6588.95,2,5,0.013888888888888888,1,1,24,2152.8,0,0
6187,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,2,7,0.014084507042253521,0,0,24,2208.0,3,0
6238,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,2,5,0.014705882352941176,1,0,24,1298.4,2,0
5625,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,19.3,0,1,1.0,0,0,24,463.20000000000005,1,0
6486,0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,2264.05,2,5,0.04166666666666667,1,1,24,2245.2,3,1
1943,0,0,1,1,28,1,0,2,1,1,1,1,1,1,1,0,3,19.9,543.0,2,1,0.03571428571428572,0,0,24,477.59999999999997,1,0
2707,1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1640.0,1,6,0.058823529411764705,0,1,24,2295.6000000000004,3,0
1183,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,35.25,0,2,1.0,1,0,24,846.0,1,1
1981,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0,1,1.0,0,0,24,469.20000000000005,1,0
1800,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,0,1,111.75,7511.3,2,8,0.014705882352941176,0,0,24,2682.0,3,0
3953,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,2,1,0.017241379310344827,0,0,24,487.20000000000005,1,0
6320,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1573.05,2,2,0.015873015873015872,0,0,24,606.0,1,0
1041,1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,912.0,1,3,0.08333333333333333,1,1,24,1954.8000000000002,0,0
2034,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35,2,6,0.017857142857142856,1,1,24,2358.0,3,1
6058,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,2,3,0.014925373134328358,0,0,24,1213.1999999999998,2,0
6067,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,2,5,0.023255813953488372,1,1,24,2264.3999999999996,3,0
352,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,308.25,0,4,0.2,0,0,24,1300.8000000000002,2,1
2984,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.1,679.3,3,3,0.125,1,1,24,1922.3999999999999,0,1
6568,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1673.8,2,2,0.015151515151515152,0,0,24,607.2,1,0
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8,2,5,0.024390243902439025,1,0,24,1560.0,2,0
5273,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6,3,1,0.16666666666666666,0,0,24,494.40000000000003,1,0
4542,0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.05,1540.2,2,6,0.04,1,0,24,1465.1999999999998,2,0
4290,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,299.4,1,1,0.06666666666666667,0,0,24,470.40000000000003,1,0
3152,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,6039.9,2,6,0.01694915254237288,1,1,24,2426.3999999999996,3,1
6284,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,3,2,0.14285714285714285,1,0,24,1062.0,2,0
741,1,1,0,1,11,1,0,0,0,2,0,2,0,0,0,1,2,54.55,601.25,3,4,0.09090909090909091,0,0,24,1309.1999999999998,2,0
3216,0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,5510.65,2,7,0.017857142857142856,1,1,24,2514.0,3,1
4362,0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3975.7,2,5,0.014705882352941176,0,0,24,1398.0,2,0
4262,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.9,29.9,0,2,1.0,1,0,24,717.5999999999999,1,0
3063,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1,5,0.0625,0,1,24,2266.8,3,1
4772,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,2,5,0.023255813953488372,0,0,24,1556.3999999999999,2,0
3087,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,0,5,0.5,1,1,24,2252.3999999999996,3,1
4575,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,0,2,1.0,1,1,24,1664.3999999999999,2,1
22,0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1849.95,1,4,0.043478260869565216,1,1,24,2010.0,0,0
2192,1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,5124.6,2,6,0.01785714285714286,0,1,24,2266.8,3,1
6797,1,0,1,1,6,1,0,0,2,0,0,0,0,0,0,1,2,49.15,295.65,3,3,0.16666666666666669,1,0,24,1179.6,2,0
291,1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65,1,4,0.045454545454545456,1,1,24,2088.0,0,0
6325,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85,2,1,0.02,0,0,24,483.59999999999997,1,0
5303,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1252.85,2,1,0.017543859649122806,0,0,24,493.20000000000005,1,0
1136,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,2,3,0.037037037037037035,1,0,24,1176.0,2,0
6419,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75,2,6,0.015625,0,0,24,1662.0,2,0
3095,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,470.95,0,4,0.2,0,1,24,2058.0,0,1
266,1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,1,0,55.3,1284.2,1,4,0.04347826086956522,0,0,24,1327.1999999999998,2,0
792,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0,1,1.0,0,0,24,474.0,1,0
4491,1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,2,7,0.020833333333333332,0,0,24,1893.6000000000001,0,0
4920,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0,1,1,0.043478260869565216,0,0,24,501.59999999999997,1,0
3380,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,3,1,0.1,0,0,24,463.20000000000005,1,0
6019,0,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,3,19.75,806.95,2,1,0.024390243902439025,0,0,24,474.0,1,0
6743,1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2838.7,2,6,0.03333333333333333,1,0,24,2265.6000000000004,3,1
1501,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1331.05,2,2,0.01923076923076923,0,0,24,589.2,1,0
411,1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,1820.45,1,4,0.05,1,1,24,2136.0,0,1
5314,0,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,2,9,0.015625,0,0,24,2073.6000000000004,0,0
2424,1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,985.05,1,2,0.047619047619047616,1,0,24,1095.6,2,0
4854,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,109.25,0,3,0.5,0,0,24,1204.8000000000002,2,0
3901,1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9,5595.3,2,8,0.01515151515151515,0,0,24,2061.6000000000004,0,0
2857,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,87.55,6463.15,2,9,0.01388888888888889,0,0,24,2101.2,0,0
4839,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,2,5,0.014705882352941178,1,1,24,2150.3999999999996,0,1
5674,0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,2,2,0.015151515151515152,0,0,24,603.5999999999999,1,0
1701,1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,3273.55,2,5,0.024390243902439025,1,0,24,2010.0,0,1
1791,1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55,2,8,0.014084507042253521,1,0,24,2580.0,3,0
683,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,0,5,0.2,1,1,24,2316.0,3,1
6701,1,0,0,0,31,1,0,0,2,2,2,2,2,0,0,1,0,72.45,2156.25,2,7,0.03225806451612903,0,0,24,1738.8000000000002,0,0
4123,1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,2,6,0.03448275862068966,0,0,24,1808.3999999999999,0,0
6421,0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9,3,6,0.09090909090909091,0,1,24,2260.8,3,0
1521,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,0,3,1.0,1,0,24,1324.8000000000002,2,1
6614,1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,74.45,221.1,0,3,0.3333333333333333,1,1,24,1786.8000000000002,0,0
902,1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,2,7,0.019230769230769232,1,0,24,1940.3999999999999,0,0
345,0,1,1,0,60,1,2,1,0,0,2,0,2,2,1,1,1,100.5,6029.0,2,6,0.016666666666666666,1,1,24,2412.0,3,0
3848,1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,262.3,0,3,0.2,1,0,24,1232.4,2,0
5525,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4,1742.95,1,6,0.05555555555555556,1,0,24,2385.6000000000004,3,1
5597,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,0,1,1.0,0,0,24,477.59999999999997,1,0
6258,1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,1237.65,2,1,0.015873015873015872,0,0,24,462.0,1,0
1355,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,141.6,3,1,0.125,0,0,24,480.0,1,0
5161,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,0,2,1.0,1,1,24,1671.6000000000001,2,1
1955,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.9,57.4,0,1,0.5,0,0,24,477.59999999999997,1,0
1778,1,0,1,0,14,1,0,0,0,0,0,0,0,0,1,0,2,44.6,641.25,1,2,0.07142857142857144,1,0,24,1070.4,2,0
5444,0,0,1,0,72,1,2,1,2,2,2,2,2,0,2,1,0,103.95,7556.9,2,8,0.013888888888888888,0,0,24,2494.8,3,0
2261,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65,2,7,0.014084507042253521,1,0,24,2376.0,3,0
4248,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,2,6,0.041666666666666664,1,0,24,1382.4,2,0
6637,1,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,0,86.1,6045.9,2,8,0.014084507042253521,0,0,24,2066.3999999999996,0,0
2222,0,0,0,0,1,1,2,1,0,2,0,0,2,2,0,1,1,100.25,100.25,0,6,1.0,1,1,24,2406.0,3,1
2003,1,0,1,0,72,1,2,1,2,2,2,2,2,2,1,1,0,117.8,8684.8,2,9,0.013888888888888888,0,0,24,2827.2,3,1
1919,1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,2,6,0.018867924528301886,0,0,24,1450.8000000000002,2,1
